dataset,n_qubits,d_full,preprocessor,data_map,pauli_seq,entanglement,reps,var_y,tau_mode,r2_target_effective,tau,r2_axis_max,target_unreachable,tau_minus_mse_axis,mse_axis_true,mse_mc_adaptive,gap_mc_adaptive,t_used_adaptive,t_req_pred,p_L_final,p_hat_final,s_successes,stop_reason,t_epsilon,ridge_train_mse,svr_classic_mse
riemann_features,6,4096,id,riemann_advanced_data_map,Z+ZZ,linear,1,0.09075193938250006,ratio,0.050000000000000044,0.08621434241337506,0.20561200083579967,0,0.01412209086704004,0.07209225154633501,0.07209225154633501,0.0,2510,1552,0.0023742030281288413,0.02948207171314741,74,certified,15,8.55451861307883e-05,0.005465399423723327
riemann_features,6,4096,id,riemann_advanced_data_map,Z+ZZ,linear,2,0.09075193938250006,ratio,0.050000000000000044,0.08621434241337506,0.1498410926836854,0,0.009060772791112379,0.07715356962226268,0.08735898934373751,0.010205419721474832,90,4096,0.0,0.0,0,futility_eps,13,2.9006790574459258e-06,0.005465399423723327
riemann_features,6,4096,id,riemann_advanced_data_map,Z+ZZ,full,1,0.09075193938250006,ratio,0.050000000000000044,0.08621434241337506,0.1809586672225536,0,0.01188475302939418,0.07432958938398088,0.07432958938398088,0.0,4096,4096,0.0,0.015625,64,budget,11,1.0708479103831917e-07,0.005465399423723327
riemann_features,6,4096,id,riemann_advanced_data_map,Z+ZZ,full,2,0.09075193938250006,ratio,0.050000000000000044,0.08621434241337506,0.1287699629174548,0,0.00714852689984663,0.07906581551352843,0.08682937794081397,0.007763562427285542,90,4096,0.0,0.0,0,futility_eps,37,5.732808226243078e-10,0.005465399423723327
riemann_features,6,4096,id,zeta_data_map,Z+ZZ,linear,1,0.09075193938250006,ratio,0.050000000000000044,0.08621434241337506,0.03166561080154251,1,-0.0016638813771535782,0.08787822379052863,0.09021667217576913,0.002338448385240499,90,4096,0.0,0.0,0,futility_eps,1,5.324957221623187e-10,0.005465399423723327
riemann_features,6,4096,id,zeta_data_map,Z+ZZ,linear,2,0.09075193938250006,ratio,0.050000000000000044,0.08621434241337506,0.01222072065960389,1,-0.0034285428686141733,0.08964288528198923,0.09034321782854682,0.0007003325465575888,90,4096,0.0,0.0,0,futility_eps,1,3.459376809686295e-10,0.005465399423723327
riemann_features,6,4096,id,zeta_data_map,Z+ZZ,full,1,0.09075193938250006,ratio,0.050000000000000044,0.08621434241337506,0.026179620156260963,1,-0.0021617456676471386,0.0883760880810222,0.08930140861198782,0.0009253205309656259,90,4096,0.0,0.0,0,futility_eps,1,1.1911587729091414e-10,0.005465399423723327
riemann_features,6,4096,id,zeta_data_map,Z+ZZ,full,2,0.09075193938250006,ratio,0.050000000000000044,0.08621434241337506,0.010697704173716072,1,-0.003566759568420008,0.08978110198179506,0.08978110198179506,0.0,90,4096,0.0,0.0,0,futility_eps,1,1.195380176967135e-10,0.005465399423723327
riemann_features,6,4096,id,riemann_advanced_data_map,Y+YY,linear,1,0.09075193938250006,ratio,0.050000000000000044,0.08621434241337506,0.20561200083579967,0,0.01412209086704004,0.07209225154633501,0.07583123686553427,0.0037389853191992506,2310,1802,0.0020460177875197896,0.030303030303030304,70,certified,7,8.5545186131103e-05,0.005465399423723327
riemann_features,6,4096,id,riemann_advanced_data_map,Y+YY,linear,2,0.09075193938250006,ratio,0.050000000000000044,0.08621434241337506,0.13639270280357596,0,0.00784030532792046,0.0783740370854546,0.09025856240932306,0.011884525323868467,90,4096,0.0,0.0,0,futility_eps,281,0.04214891130628439,0.005465399423723327
